title,text,rating,reaction,who,date,website
Ужасный интернет,"Платим по 5 тысяч в месяц!! за что?? 
по несколько раз в день отрубается,если звонить-один 
ответ,включите-выключите модем,не помогло?-пришлем вам 
специалиста,приходит специалист-тупой и ещё тупее,видно что ваще не 
шарящие. Наша ажека и то больше них соображает)) Люди,не подключайте это
 говно,была бы альтернатива давно б соскочили,но билайн говорят тоже 
дермище,зато за оплату за неделю долбать начинают,ушлые тупицы",1,Negative,Гульнара,25.06.2019,valrating.com
Казактелеком,"Казактелекомовским id net ом 
пользуюсь давно,одни отрицательные эмоции,абонетская плата 
завышена,никакого уважения к постоянным абонентам,элементарно коробку 
сгоревшую свою же в подьезде у нас не смогли поменять на новую...искали 
б/у старую целые сутки,где то нашли..мастера работают спустя 
рукава,отключают зато интернет исправно,за двое суток до срока 
оплаты,потом оплатишь,и не дозвонишься операторам чтобы подключили,жаль 
что в нашем доме нет альтернативы другой,давно бы отказался от их 
драконовских услуг.",1,Negative,Рахат,24.06.2019,valrating.com
Медленный и вырубается,"При обещанном интернете в 100мб 
выдаёт только от 1 до 6, по 12 раз в день выключается на несколько 
минут. Один из худших в Казахстане.",1,Negative,,01.06.2019,valrating.com
Интернет говно,Да что писать? Интернет просто хуже некуда и альтернативы в частном секторе нет капец,1,Negative,Сергей,29.05.2019,valrating.com
Сборище придурков,"Смысла нет писать о какой-то проблеме с отношением Казахтелекома, для них много чести, сборище придурков!
Отказался от всех их услуг! Всем рекомендую это сделать.",1,Negative,Sergey,23.05.2019,valrating.com
Делаем лучше,"Цена запретительная на связь а 
качество хуже чтобы заплатить надо ещё оплатить комиссию хотя сотовая 
связи дешевли надо отказываться ненасытным всё мало отказываюсь.",3,Negative,Алексей,23.05.2019,valrating.com
 провайдер гавно,невозможно смотреть даже новости,1,Negative,вячеслав,09.05.2019,valrating.com
"Гавнище, а не казахтелеком!","Интернет постоянно опускается в 
скорости, звонить туда бесполезно, сидят боты, неспособные что-либо 
сделать, и на любую проблему один ответ: мы отправим вам людей, пусть 
они проверят, люди приезжают ничего сказать не могут, как дурачки, 
уезжают. Худшее решение для интернета",1,Negative,"Гавнище, а не казахтелеком",08.05.2019,valrating.com
Ужасный интернет,"Просто говнище извеняюсь играю в кого
 ФПС стабильный 200 а пинг 100-120 иногда бывает очень очень что падает 
до 95 но бывает так раза два в неделю  поднимается до 1500-2000 это 
просто невозможно играть зделайте что-нибудь и это все за 6000 ТГ не 
оправдывает цену вообще союз за 3000 раз в 10лучше подключил этот 
интернет из за того что переехали. Вот и все исправите все камнем своего
 интернета
.",1,Negative,,04.05.2019,valrating.com
Хрень!,"Интернет часто выключается, часто не работает Wi-Fi!, просто ужас, очень медленный за такие деньги!",1,Negative,Аноним,30.04.2019,valrating.com
Ужасно.,"Операторы на линии ужасные, вай фай 
не работает как положено. Когда звонят предлагают свои услуги 
расхваливают во всю, а как начинаются проблемы так они не за что не 
отвечают и отрицают то что хвалили. Работает интернет отвратительно, 
нервов никаких не хватит. Не советую никому пользоваться этим интернетом
 лучше на телефоне купить мб и незнать проблем никаких.",1,Negative,Анастасия,25.04.2019,valrating.com
Интернет казактелеком,"Говно простым словом говно а 
интернет,цену на оплату повышают а скорость уменьшают,нагло блокируют 
многие сайты,почти никогда не бывает стабильного интернета всегда 
работает очень плохо,если вы думаете подключать казактелеком или нет то 
сразу говорю не мучайте себя и откажитесь от этой компании и ищите более
 нормальный интернет",1,Negative,Илья,20.04.2019,valrating.com
Плохой интернет,"По сути, они не врут клиентам, пишут, что скорость ДО 100мб/с
и любая скорость вплоть до нуля подходит под такое описание
Любой стриминговый сервис, кроме ютюб (который очень часто блочится) не 
идёт нормально в качестве выше чем 360р, куда это годится?
Мобильный интернет работает в два раза быстрее чем это говно.",2,Negative,Азамат,17.04.2019,valrating.com
Качество услуг,"Монополисты казахтелеком зарабатывают
 колоссальные деньги стыдно не сделать элементарного, чтобы их услуга 
качественно доходила до клиента. Сейчас современные технологии, живем в 
большом городе и я не могу полноценно пользоваться интернетом, а о ТВ и 
речи нет. После многократных вызовов специалистов, покупания новых 
модемов их ответ - у нас нет возможности. Ваша точка находиться далеко. 
Ну так сделайте возможности, увеличте пропускную способность линии. 
Дополнительно проведите еще линии. Раньше то и интернет и ТВ все 
работало. Я один из первых смотрел ТВ. Пока оно не начало тормозить по 
мере увеличения клиентов. Так и прибыли растут ваши и цена не дешевая за
 ваши услуги, надо же в свое развитие тоже вкладывать.  Уже столько лет 
прошло.. сделайте, наконец, вложение в технику или провода. Ни чего 
положительного сказать в их адрес не могу. Альтернативы тоже нет - 
монополисты. Расформировать их надо, раз не справляются, отдать в руки 
нескольких компаний, тогда будет конкуренция и прогресс, и качество, и 
приемлемые цены. Заелись.",2,Negative,Павел,16.04.2019,valrating.com
телефон53 76 31.,"года 4 назад уговорили подключить 
услугу, по определению номера, согласилась, так они без моего ведома 
подключили мне услугу :дополнительная линия и будильник, и все эти годы 
брали с меня плату за эти услуги, кто то ответит за это и кто вернет мне
 деньги за услуги, которые я не просила подключать и естественно не 
пользовалась ими, обнаружила случайно, плачу каждый месяц аккуратно, а у
 меня постоянно долг, Позор вам вы воруете наши деньги.",1,Negative,Светлана,30.03.2019,valrating.com
Ужасный интернет,Ужасный интернет!,1,Negative,.,18.03.2019,valrating.com
Гамно ,"Блин, вот мене лично итернет-это 
почитать новости и поиграть в танки.... Печаль ,танков не видать 
половину времени, вопрос нах...  Такой интернет вы его чё  по мокрым 
веревкам передаете что ли?",1,Negative,Володя,12.03.2019,valrating.com
Билайн-IDnet,"Народ я в шоке зашол отзывы почитать 
так как со 100мб дал заявку на 500 перейти и в шоке от отзывов. раньше 
пользовался билайном всё было отлично переехал на другой адрес тут нет 
билайна подключил IDnet уже 2года не единой проблемы кроме того что ютуб
 не пашет по вечерм но эта проблемма у всех провайдеров и с мобилы ютуб 
тоже не пашет. что вы так на IDnet наехали я хз, меня лично бесит тока 
то что Ютуб не пашет с 21.00-22.00 и убогое исполнение подключения 
Idphone (Куча проводов и коробок в  2019году мать его) сам интернет 
работает отлично претензий ноль! погляжу что будет на 500мегабитах 
надеюсь что также нормально всё будет!",5,Positive,Алексей,05.03.2019,valrating.com
идите на*** ,"СУКА по вечерам работает КНБ или КТО 
там сука блокирует интернет ютуб не работает КС играть не возможно 
скачет зависает с 20 00 до 24 00 просто п****ц может хватить  
блокировать по вечерам???",1,Negative,пашли на***,24.02.2019,valrating.com
Хуже интернет только в море.,"Это просто уму непостижимо до какой 
степени это отвратительный интернет.фильмы не посмотришь онлайн 
приходится скачивать на флешку и смотреть с телевизора.в игры через 
плэйстэйшн не поиграть все виснет просто ужасно.вывод:самый худший 
провайдер на планете земля.еще и за такие деньги.подавитесь таким 
интернетом сами кто там что мутит такое что нихрена не 
работает.отказываюсь от этой хрени.уже психом с этим интернетом стал.и 
всем советую отключатся от него.не платите им деньги просто так",1,Negative,Владимир,10.02.2019,valrating.com
ну и провайдер,"Хотель подключится к IDnet со своим 
модемом, чтоб снизить уровень глюков от кривого обновления при котором 
както умудряются сбросится настройки пользователя - отказали! мол у них 
шаблон по серийному номеру оптики",1,Negative,Антон,07.02.2019,valrating.com
Wi fi,"Ужасный интернет,все время зависает.
До вас вообще не дозвониться !!!
Отказываюсь от вас!!!",1,Negative,Римма,04.02.2019,valrating.com
"ужасный, и это еще мягко сказано, интернет!!","Интернет самый мягко говоря просто 
ужасный, какой есть в Казахстане, постоянно подвисает, лагает. Живем в 
поселке вот и нет выбора заменить этот ужас. и Казахтелеком этим 
пользуется. На ай фоне интернет в разы лучше. Ведь столько денег имеют, 
можно просто улучшить связь и интернет. Сначала мне сказали виноват 
модем, заменил модем, снова глючит. Поставил уже третий модем и одно и 
то же, лагает, виснет и так далее. Просто не хотят признавать, что где 
то связь обрывается! Я думаю многие со мной согласятся!!!",1,Negative,Руслан,26.01.2019,valrating.com
Отвратительный казахтелеком,"Самый отвратительный провайдер, где 
один обман, добиться что то не у кого, операторы не чего сказать не 
могут бросают трубку, не вздумайте подключать, министр рк закрывает на 
все глаза что происходит в казахтелеком.",1,Negative,Сергей,26.01.2019,valrating.com
До качества далеко,"Начисляют за ДВА домашних номера!!!! 
Разобраться нет никакой возможности. Пока сам не звонишь, никто не 
пошевелиться. Операторы тупые, сто раз одно и то же повторяешь. Счета 
разные приходят два раза в месяц!!!! Оплатишь один, приходит сразу 
другой, в этот же месяц. Это только часть жалоб.",2,Negative,Руфат,23.01.2019,valrating.com
Кахтелеком ,"Залупа полная Ваш интернет, на телефоне скорость в 5 раз больше, хотя домашний интернет стоит дорогой!",1,Negative,Юрий,20.01.2019,valrating.com
Интернет и вайфай гавно,"Установили Казахтелеком вайфай и тд, в
 итоге при полная лажа. Изначально планировали установить пакет 500 мб, 
оператор дала ложную информацию касательно условий заключения договора. 
После установки узнали, что наш пакет предусматривает 200 мб, сигнал 
вайфая ловит лишь в прихожей и гостинной, в дальних комнатах не ловит. 
После консультаций обещали, что специалист по переносу файфая из 
прихожей в другую комнату с нами связаться, результат перекидывают на 
разных специалистов, советуют приобрести усилитель или маршрутизатор 
(цена в магазинах от 15000 и выше), спрашивается зачем мне лишние 
затраты за плохое качество сигнала, кто будет исправлять, почему не 
проводили контрольный замер сигнала, почему не сообщили о возможных 
трудностях с сигналом. Не советовую данный провайдер.",1,Negative,Арман,19.01.2019,valrating.com
Произвольное начмсление оплаты за услуги,"За последние 4 месяца казтелеком без 
нашего ведома увеличил оплату за свои услуги с 5 до 8 тыс тенге. На 
вопрос в колл-центр, нам пояснили, что якобы мы купили две симки алтела и
 теперь должны их оплачивать. На возражения о том, что телефонных 
номеров алтела у нас в семье нет, реакция была нулевая, разбираться в 
ситуации никто не торопится, заявка на проверку была отправлена еще 14 
декабря. Отсюда вывод, не спешите зарабатывать себе головную боль, 
заключая договор на услуги с данной компанией. Лозунг ""клиент всегда 
прав"" явно не из их репертуара.",1,Negative,Вячеслав,12.01.2019,valrating.com
интернет,"тут такое , за что мы плотим 7 а 
иногда по 13000 за то что даже видео посмотреть нельзя нормально а что 
говорить про игры .отвратительно",1,Negative,serg,10.01.2019,valrating.com
Казахтелеком разберитесь,"Добрый день. Можно узнать убрала 4 
канала .И вместо них просто стали тупо дублировать несколько каналов. За
 что мы платим. Я не понимаю.",2,Negative,Галина,08.01.2019,valrating.com
Самый ужасный айди тв,"Ужасный интернет! Невозможно 
смотреть! При помощи говорят перезагрузить, мне что каждые 5 минут 
перезагружать? От этого и телевизор сгорит. Вообще не рекомендую! 
Отстоой!!!",1,Negative,Зульяр,07.01.2019,valrating.com
Хуже не видел провайдера,"Даже за отдельную плату не хотят работать,, таким макаром от них все откажутся",1,Negative,Александр,19.12.2018,valrating.com
не интернет а жопа,"НЕВОЗМОЖНО вообще пользоватся 
интернетом!!! Вечно тормозит пинг по 1000 скачет, позвонишь как обычно; у
 нас все нормально это у вас проблемы. Может вам монтеров отправить? 
которые нихуя не решат. В общем УЖАСНО. Мобильный интернет и то лучше.",1,Negative,Не Ваше Дело,12.12.2018,valrating.com
Отвратительный интернет,"Прочитав отзывы,не пойму Вы там 
вообще ни чего ни читаете? Про вас ни кто ни чего хорошего не может 
написать! Ох а если сказать в лицо,то ваши уши просто завянут! Настолько
 отвратительный интернет! Просто ужас! Как ни позвонишь,говорят одно и 
тоже! Все супер,интернет идеален,вечно отправляют на сайт проверить 
скорость. И о чудо,скорость шикарная!!! Только где???и у кого??? Точно 
не у меня,в чем меня уверяют,и видать торможу я и вся моя семья,но ни 
как ни ваш интернет долбанный!!! 5 минут грузит,пол минуты показывает! 
Про телевизор молчу вообще,там через смарт вообще ни чего не 
посмотришь,висняк полный! Можно просто любоваться картинкой! Посмотреть 
что то вообще не возможно! Товарищи,делайте что нибудь! Вы скоро всех 
клиентов растеряете! Я не отключила его только по той причине что живу в
 частном доме,и кроме вашей конторы ни кто не подключает нам! Но мне 
надоела платить вам почти по 8000,и каждому члену семьи по 2000,за 
мобильный интернет,потому что дома имея вай фай,вся семья в интернете 
смотрит через мобильные данные! Вы за что деньги получаете,товарищи???? 
Слов нет  нормальных в сторону вашей конторы,одни слюни и маты!!!! Город
 Павлодар",1,Negative,Алена,02.12.2018,valrating.com
Казахтелеком,"Ужасный интернет!! Позвонила сегодня в
 колл центр, пришли якобы проверить и устранить неполадки но ничего так и
 не сделали, якобы у меня все супер. Конечно, это я туплю а ни мой 
интернет, блииин. Чтооо? вы о чем вообще какой нифиг усилитель покупать я
 и так то плачу почти 8000 и зачееееем!??? Когда могу переподключится 
вообщее ииии на много дешевле и качественные чем казактелеком.  
Уважаемый Казахтелеком! Перерасмотрите Ваши версии и не наглейте! Таким 
образом от вас откажутся многие.",1,Negative,Жанар,27.11.2018,valrating.com
Дублирование каналов,"Сетанта дублируется,верните канал матч премьер,или у вас нет денег продлить лицензию,алма тв ведь продлили.",2,Negative,Александр,12.11.2018,valrating.com
Твартелеком,"отстой а не провайдер или как вы там 
называетесь, хотя вам название канторка по на е  бу. интернета вечером 
практически нет, а если есть то виснет и пинг заоблочный, фильм нельзя 
посмотреть нормально. 5 мин грузится 1 минуту показывает, сука  а как 
время об оплате приходит так они тут как тут, в общем эмоции переполняет
 от негатива, проволилось бы подземлю это все, я б даже лайк поставил",1,Negative,Программист,02.10.2018,valrating.com
Казахтелеком,"Ужасное качество интернета и ТВ,  
домашний телефон подключен к ин-ету,связь плохая, помехи, шумы, слова 
заглатыаает, ин-ет постоянно зависает, вот уже два дня как ID-net 
отключили, якобы ремонтные работы. Звонили, сказали подождать два часа, а
 прошло уже два дня!!! Ууужас, нет слов...без 
ответственные,некомпитентные..и главное не возместят же материальный и 
моральный ущерб...не советую подключаться к Кзахтелекому.",1,Negative,Айя,30.09.2018,valrating.com
Жулики ,"Качество просто ужас, что вы суки сдохли на рынке услуг твари",1,Negative,Александр,30.09.2018,valrating.com
"Свои обязанности выполняют частично и не качественно, а оплату услуг требуют полную и вовремя","Свои обязанности выполняют частично и
 не качественно, а оплату за ""типо предоставленных"" услуг требуют полную
 и вовремя. Сказать что качество сервиса казтелеком плохое это всеравно 
что сказать копмлимент в их сторону, интернет и айди тв мякго говорят 
ужасны.
 Скорость интернета не стабильна как и сам интернет, в онлайн игры не 
поиграешь. Подав заявку с жалобой на слабый интернет от переатора только
 и слышет ""нет я же вот вижу у вас отличная скорость интернет работает 
это ваш модем, телефон, компьтер и т.д и т.п в общем проблемы на ваших 
устройствах но не у нас""
 Айди тв - при установке данного сервиса обязательном порядке принесут в
 лучшем случае б\у приставу ""зте"" которая сменила 1000 пользователей  
без нормального пульта и прелагающихся шнуров, а на вопрос почему не 
новое и исправное ответят: ""енді біреулер алып тастайд, бузып тастайд 
солар ды біз кайта баска клиентерге береміз"" 
А ведь просрочь с оплатой хоть на день отключают все и связь и интернет,
 требуют своевременную оплату в ПОЛНОМ ОБЪЁМЕ"" но не хотят предоставлять
 полную качественную сервис услугу. Парадокс.
Пользуясь своей монополией в этой сфере руководство и ведущие менеджера 
зажрались, деградировали и обнаглели ведь выбора у населения РК нет, по 
любому народ будет пользоваться их услугами. (билайн не в счет они еще 
такой объем услуг не могут предоставить)

Хочу пожелать хорошего и ответственного руководства не только казтелекому но и РК. Аминь.",1,Negative,Житель Аягуза,28.09.2018,valrating.com
Интернет,"Интернет ужаснее некуда, отключается каждые пару минут как будто бы специально так задумывалось.",1,Negative,Пользователь,28.09.2018,valrating.com
айди нет,на плохой интернет цену подняли. сегодня отказался от айди нета,1,Negative,Була уральский,25.09.2018,valrating.com
за что любит компания Астану,"23 сентября 2018 года в 12 часов 20 
минут в квартире отключилось: телефон, телевизор и интернет. Около часа я
 звонила в службы 160 и 165.  Просила, чтобы они отправили работников 
технической службы. Но, у Вы ответ звучал сегодня воскресенье  
технические службы не работают. Если бы вы жили в Алматы мы Вам бы 
помогли. Объясните пожалуйста  почему  и за что должны мы страдать.  
Почему в Астане в выходные дни не работает техническая служба?. Я очень 
сожалею что купила полный пакет. Меня поражает такая богатая компания и 
такой ужасный сервис. В течение часа ваши сотрудники 160 и 165  служб не
 смогли мне помочь.  Это в 21 веке ...",1,Negative,Айгуль,23.09.2018,valrating.com
Казахтелеком,"Самая ужасная телекоммуникационная 
компания...ТВ и интернет постоянно зависает, не грузит, про ин-ет ваще 
не стоит говорить...жесть..на какой сайт не зайди не грузит, не говорю 
уже про посмотреть фильмы, особенно вечером. Уровень качества начало 
2000-х. Закрыть эту  шарагу!!!  Доверили хапугам нац.компанию...самые 
высокие З/п себе сделали,  а работать не хотят...",2,Negative,Анна,18.09.2018,valrating.com
За что,"За что.за что мы плотим.за что вы 
хвалетесь.за что вас уважать.за что нам гордится.До каких по это по уху 
будет продолжатся везде сплош и рядом.Вы все достали народ.За все плотим
 а получаем ........ ....... .Все что я о вас думаю ...... и ...... .да 
вы ....... ...... .... .Кровапийцы ......... .Вместо точек поставте 
буквы и вы узнаете что народ думает о Вас.",1,Negative,Потребитель,15.09.2018,valrating.com
ID-TV,"Я полностью согласна со всеми 
отрицательными отзывами. И, что ещё ужасно, что хочешь всё это отключить
 и больше не пользоваться, а Тебе навязывают насильно и вешают какие-то 
долги. Казахтелеком давно потерял свой авторитет в этой области, к 
сожалению.",1,Negative,Елена,12.09.2018,valrating.com
Интернет говно,"Никогда не выбирайте Казахтелеком.
У них ужасный интернет",1,Negative,Ахмад,01.09.2018,valrating.com
Стоимость интернета,"Самая худшая компания с которой я 
когда либо сталкивался, пол года был тариф хит за 3800, после чего меня 
как то не ожидало переключили на какой то другой тариф за 5800, без 
моего ведома...

делают замониловки виде своих дешевых тарифов, после какого то времени 
отправляют его в архив и после чего ты неожиданно узнаешь что тебе нужно
 платить на 2000 больше.. ну ахеренно что тут скажешь... вот что значит 
когда на рынке монополист.",1,Negative,Макс,09.08.2018,valrating.com
Плати и не смотри,"19.07.18г. 22.00 Российских каналов 
нет. За что платим 7000тн.?  Пора переходить в другую компанию! Прощай 
Казахтелеком! Надоело!",1,Negative,ВИКТОР БОРИСОВИЧ,19.07.2018,valrating.com
Интернет отвратительный!  За что только деньги берут хочу отказаться от их услуг ,Интернет ужасный!  приложили оптиковолокно стала ещё хуже,1,Negative,Андрей,01.06.2018,valrating.com
Жалоба,Отвратительное качество интернета!!!!!  А оплату просят! За что спрашивается?!  За то что Не работает!,1,Negative,Айнур,30.05.2018,valrating.com
ID TV отстой!!!!,"Никогда не подключайтесь к   ID 
TV!!!!! Телевидение зависает. В час можно раз 100 перезагружать?. И все 
равно виснет.  Интернет отвратительный? не грузит, отключается. Мастера,
 которые приезжают и делают вид что работают-абсолютные не 
профессионалы!!!! Полчаса постоят, что то покрутят и толку нет ни 
какого!!!! А вот оплата за весь этот ужас 6 500 тыс в месяц. За что?????",1,Negative,Юля,30.05.2018,valrating.com
воровство,"Год пользовались,потом отключили за неуплату за месяц,потом не пользовались 6 месяцев и говорят платите 37000тг. За что?",1,Negative,Арман,20.05.2018,valrating.com
стыд просто,"у интернета такая скорость, что 
думается этим занимается не серьезная организация, а бутик с 
радиодеталями! 5 лет назад скорость была лучше! казактелекому позор!!!",1,Negative,владимир,06.05.2018,valrating.com
Казахтелеком говно,"Взорвитесь н***й п****ы со своим 
ссаным интернетом, за такие бабки е****е вы уроды, 150 кб, это же стыдно
 дышать должно после такой помои.",1,Negative,Ховас,01.05.2018,valrating.com
Отстой,"Не интернет а говно, че получается 
люди приходят с работы в 19.00-21.00 и с этого момента не сидеть что ли .
 При первой же возможности откажусь от ваших услуг",1,Negative,Рина,13.12.2017,valrating.com
Ужасно просто,"Оплатили недавно за интернет, и 
просто ужас, вечером толком то не ловит, телевизор виснет. Начало месяца
 ведь, оплатили все как надо, так почему интернет слабый? И не работает 
толком? За что мы платим? За фиговый интернет? На след неделе будем 
отказываться от вас.",1,Negative,Рамина,02.12.2017,valrating.com
Пинг,В бф1 пинг 234-1895. Играть невозможно хоть xbox live самый быстрый сервис для видеоигр.,1,Negative,Санжар,05.11.2017,valrating.com
Отстой!!!!,"если до октября 17 проблемы с инетом 
были терпимы. то после того как сделали переключение телефона на 
интернет-номер(не спрашивая меня) - начался лютый пипеЦ!!!! Нет виснет 
постоянно...при этом виснет в самые нужные моменты!!!! Наверно поменяю 
оператора ... А шо делать????",1,Negative,Юрий,24.10.2017,valrating.com
благодарность за профессионализм,"Хочу выразить слова признательности 
сотрудникам Казахтелекома п.Атасу.Недавно пришлось обращаться по поводу 
проблем с интернетом.Мне ответила оператор Титова Наталья.Терпеливо и 
доброжелательно выяснила суть вопроса.Удивила оперативность,так как в 
течение часа пришел монтер Сыздыков Мадияр и за считанные минуты все 
исправил.Тут же прозвонила оператор и проверила ,как работает 
мегалайн.До сих пор нет проблем с его работой.Благодарна  Наталье и 
Мадияру за внимательное отношение,оперативность и 
профессионализм.Побольше вам таких сотрудников!",5,Positive,галина сосина,11.10.2017,valrating.com
Интернет казкома,"Переключают самостоятельно на более 
дорогие тары интернета, сервис нулевой, на сайте по тел 160 по тел 
непосредственно в казком дают разную инфу, о тарийх вообще 0, такой 
тариф на какой меня перключилие найти немогу, только идти в казком и там
 ругаться, не даром лет так 10 назад на них проверки из прокуратуры 
заводили, сначало областной потом столичной по теме завышенных тарифах, 
сейчас вот так обманывают не предоставляя инфы и самостоятельно без 
разрешения переключают, хотите дорогой интернет иди в казком",1,Negative,Павел,01.10.2017,valrating.com
Сервисное обслуживание,"хотела поблагодарить сотрудников 
сервис центра отлично работают устраняют неполадки в день обращения, 
которые бывают крайне редко
Сегодня  случайно нажала при опросе 2 совесть мучает)))",5,Positive,Людмила,25.09.2017,valrating.com
Ужаснее не куда,"Нервы на пределе, за 
НЕпредоставленные услуги переплачиваем двоине и тратим нервы. В Тариф 
включают помимо 3-х основных услуг (интернет, тв, телефон) ненужных 7 
услуг. Каждый раз требуем перерасчет и то не добиваемся. На сайте 
отсутсвует раздел отзывы - боятся смотреть правде в лицо. Самохвальные 
монополисты, особенно в сельских местностях!!",1,Negative,Медет,15.09.2017,valrating.com
Idnet hit,НЕСОВЕТУЮ провайдера Казахтелеком в г.Семей т.к по тарифу неподдерживают заявленную скорость интернета.,1,Negative,Руслан,14.09.2017,valrating.com
Не работает инет,"Договор подписали а интернет не могут
 подключить.Каждый день обещают, но не выполняют.У них 160 платно,каждый
 день звоню с мобильного.",1,Negative,Казбек,28.08.2017,valrating.com
Интернетмилодрама,я два года добиваюсь  высокоскоростного интернета  в ответ только  милые обещания.Полный хаос!,1,Negative,gulnara,20.07.2017,valrating.com
Казахтелеком ,Казахтелеком полное гомно и нервотрепка,1,Negative,Арман,04.07.2017,valrating.com
Неудовлетворительно,"Обещали провести интернет через неделю, ждём уже три. Сколько не ходил по другим вопросам в очереди сидишь и немало.",3,Negative,Baur,15.06.2017,valrating.com
Проблемный IDtv причем всегда он расстроен.,"Вечная проблема с IDtv, звонишь 
операторам, пока дозвонишься, пока они пробуют дистанционно все 
объяснить, заканчивается их рабочий день, куда проще было бы сразу 
отправить бригаду по настройке, чтоб все сделать сразу, так как дома 
дети, и они смотрят мультфильмы, они же не могут дистанционно сами 
настроить. Обслуживание конечно хорошее, но вечная проблема с настройкой
 каналов расстраивает.",2,Negative,Динара,12.05.2017,valrating.com
Доверяйте только настоящим отзывам!,"Дорогие мои! Если вы наткнулись на 
этот отзыв прошу Вас послушайте реального человека, который столкнулся с
 поистине некомпетентным сервисом и грабительскими ценами, (которые без 
моего ведома повышаются) наверное даже во всей нашей стране! Читайте 
только отрицательные отзывы об этой компании, ибо остальные 
положительные - их происки, только отрицательные отзывы покажут Вам 
реальную картину их работы!",1,Negative,Свидетель,29.04.2017,valrating.com
Интернет и Тв за ваши нервы и большие деньги ,"Порекомендую ли я моим знакомым? 
Однозначно нет!  Очень дорогие услуги. Порвался шнур извольте оплатить. 
Причем начиная с щита до самой квартиры, хотите отключить - нет проблем 
езжайте в офис А, постойте в очереди несколько часов, и узнайте о 
менеджера, у которого еще молоко на губах не обсохло.  Что вам нужно в 
офис Б, который находится в другом конце города.  А их персонал  
отдельная тема, никто не в чем не в курсе, четко прококгнсультировать ни
 по телефону, ни в офисе невозможно. Умеют только сожалеть. Если вам 
дорого ваше время, деньги, и вы цените качественный сервис ни в коем 
случае не пользуйтесь их услугами. Мы переходим на других операторов. 
Сыты и их платными доп сервисами и в целом их работой",1,Negative,Гражданин,29.04.2017,valrating.com
норм,"Стоит самый дешевый id-net, красота. 
Проблем нет. Единственное раньше отключали после трех месяцев неуплаты, 
теперь после 25 дней.",5,Positive,Валентин,30.03.2017,valrating.com
iDHost,"Хостюсь в  iDHost - это площадка Казахтелекома. Покупаем дополнительные мощности в пиковые дни.
Вся прелесть IaaS облака осознается, когда перед праздниками трафик по 
сайту увеличивается в десяток раз и нужно срочно поднять мощность. На 
заре сервиса это вызывало натуральную панику и аврал, а сейчас вопрос 
решается добавлением виртуальных процессоров для дисковой системы. Как 
только пик спал и по прогнозам повторений не предвидится – отключаем 
временно выделенные мощности, чтобы не платить лишнего.
Услугой довольны.",5,Positive,Ерулан,26.11.2016,valrating.com
КО_КО_КО,"Платишь по 4600 в месяц, скорости 
ни**ра нет и не было!!!! Грузится видосы долго,смотреть онлайн 
трансляции(стримы) на хорошем качестве не возможно виснет каждые 30 
секунд!!! Вечерами бывапвет вообще 720 видео ролик на ютубе не грузит 
или прогужает еле еле и в итоге что бы посмотреть ролик в 10 минут можно
 просидеть все 20+ минут, в ожидании прогрузки!!! Итог- Вы б***кая 
Пар**ка а нне интернет компания, ваши учсслуги на уровне дна и ещё ниже 
даже б**, главу вашего на кол насадят как ни будь!!!! в обще АТСТОЙ 
ПОЛНЫЙ И ПОЗОР ВСЕГО КАХАХСТАНА ВАШЕ КОМПАШКА!!!! ШАРАШКИНА КАНТОРКА 
Б**ХА_МУХА!!! УДОВИТЕСЬ ЛУЧШЕ САМИ",1,Negative,ЖАНДОС,18.09.2016,valrating.com
Не законное подключение услуг,"Казахтелеком! Если вы не прекратите 
мне подключать всякие платные услуги - я с вами церемониться не буду! 
Пойду в суд и выиграю дело! В первый раз подключили без моего ведома 
Определитель номера - после моего обращения услугу отключили, деньги 
вернули. Услуга стоит 100 тг, - не большая сумма набежала. Сейчас же 
подключили услугу за 890 тг, Счета не приходили за телефон, а мы 
исправно платили задолженность, пока не выяснили, что АП составляет 
1890тг, хотя АП 1006тг плюс подключение этой услуги. Хватит выживать за 
счет людей, научитесь работать! Только штат себе расплодили, а 
""зайчиков"" надо кормить же, вот нас и пытаетесь обмануть!!!",1,Negative,Елена,23.07.2016,valrating.com
Интернет грузится отвратительно,"Интернет просто не грузится 
вообще.Несколько лет отказались от айди тв тоже было не ахти.Теперь и 
интернетом проблемы видимо тоже придётся отказаться.Зчем тогда 
предлагают свои услуги если качества нет.",1,Negative,Айгуль,30.04.2018,valrating.com
 iD Net,"прихожу вечером с работы в онлаин 
повисеть а тут даж соц сети негрузятся говорят мол днём всё норм а нахер
 мне днём нэт если я наработе  за что я плочу???? получается нахапали 
больше чем могут проглатить и переварить а теперь мозги хавают что за 
дела судится с ними что ли незнаю уже???????",1,Negative,Руслан,28.04.2018,valrating.com
кал,что бы сказать как плохо работает ваш интернет просто достаточно одного слова - СРАНЬ- казахская,1,Negative,некто,26.04.2018,valrating.com
Ужасный интернет В казахстане От КазакТеЛЕКОМА так называемого,"Ужасный интернет 200 кб в секунду я 
видел что у людей интернет по 3 мб в секунду Пожалуйсто исправте это Это
 просто ужас не может даже видео загрузить а вот вечером вообще ничего 
не грузит даже вк не открывается",1,Negative,Никита,24.04.2018,valrating.com
